Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_Per_Unit,Total_Amount
TXN0783,2023-03-06,CUST729,Male,29,Clothing_Men,1,33,33
TXN0784,2022-01-09,CUST834,Female,56,Books,3,49,147
TXN0785,2022-03-09,CUST225,Female,57,Sports,5,87,435
TXN0786,2022-06-19,CUST321,Female,26,Clothing_Women,2,86,172
TXN0787,2024-03-15,CUST295,Female,27,Clothing_Women,1,81,81
TXN0788,2023-09-28,CUST210,Male,37,Clothing_Men,5,47,235
TXN0789,2023-10-28,CUST181,Male,19,Home_Decor,1,60,60
TXN0790,2024-04-20,CUST247,Male,41,Beauty,5,27,135
TXN0791,2023-03-28,CUST068,Male,25,Sports,2,70,140
TXN0792,2022-07-05,CUST864,Female,51,Beauty,5,29,145
TXN0793,2023-04-05,CUST195,Male,52,Electronics,1,347,347
TXN0794,2024-01-04,CUST794,Female,60,Books,2,38,76
TXN0795,2022-05-19,CUST852,Female,41,Clothing_Women,3,46,138
TXN0796,2023-11-12,CUST776,Male,35,Sports,2,37,74
TXN0797,2022-11-12,CUST471,Male,32,Sports,2,96,192
TXN0798,2022-09-26,CUST318,Male,61,Books,2,35,70
TXN0799,2023-03-14,CUST991,Female,34,Sports,5,139,695
TXN0800,2022-05-01,CUST607,Male,54,Books,5,37,185
TXN0801,2022-04-15,CUST461,Female,18,Clothing_Men,1,24,24
TXN0802,2022-07-01,CUST922,Male,41,Home_Decor,3,60,180
TXN0803,2022-06-18,CUST720,Female,56,Kitchen_Utensils,2,82,164
TXN0804,2024-03-04,CUST343,Male,21,Home_Decor,4,102,408
TXN0805,2023-01-26,CUST515,Female,49,Kitchen_Utensils,4,32,128
TXN0806,2022-07-30,CUST075,Male,61,Books,1,33,33
TXN0807,2023-04-28,CUST678,Female,60,Clothing_Men,1,84,84
TXN0808,2022-11-25,CUST928,Female,35,Kitchen_Utensils,1,18,18
TXN0809,2023-04-10,CUST517,Female,47,Kitchen_Utensils,5,45,225
TXN0810,2024-02-19,CUST453,Female,26,Clothing_Women,3,32,96
TXN0811,2023-12-25,CUST917,Female,57,Electronics,1,259,259
TXN0812,2024-02-17,CUST041,Male,34,Electronics,5,100,500
TXN0813,2022-07-17,CUST598,Male,37,Clothing_Men,4,53,212
TXN0814,2023-06-25,CUST985,Female,19,Clothing_Men,2,88,176
TXN0815,2024-05-29,CUST445,Female,53,Clothing_Women,5,30,150
TXN0816,2023-04-13,CUST349,Female,57,Clothing_Women,2,89,178
TXN0817,2022-10-18,CUST631,Male,56,Clothing_Men,3,63,189
TXN0818,2022-03-12,CUST909,Male,26,Books,2,16,32
TXN0819,2022-11-22,CUST464,Male,38,Clothing_Men,5,62,310
TXN0820,2022-01-21,CUST363,Male,64,Books,2,43,86
TXN0821,2023-03-14,CUST344,Female,42,Beauty,5,53,265
TXN0822,2023-06-13,CUST842,Female,47,Sports,1,134,134
TXN0823,2023-01-16,CUST119,Female,60,Kitchen_Utensils,4,22,88
TXN0824,2022-03-02,CUST258,Female,37,Clothing_Women,1,25,25
TXN0825,2024-05-23,CUST234,Female,62,Books,1,49,49
TXN0826,2022-01-15,CUST189,Male,63,Beauty,3,42,126
TXN0827,2022-10-02,CUST507,Female,37,Kitchen_Utensils,2,47,94
TXN0828,2022-01-10,CUST279,Male,50,Books,3,49,147
TXN0829,2023-01-04,CUST488,Female,51,Clothing_Women,2,50,100
TXN0830,2022-09-29,CUST642,Female,54,Kitchen_Utensils,5,83,415
TXN0831,2023-05-19,CUST103,Female,59,Beauty,3,29,87
TXN0832,2023-01-24,CUST416,Male,53,Electronics,2,657,1314
TXN0833,2024-03-14,CUST729,Male,29,Sports,2,81,162
TXN0834,2023-09-27,CUST834,Female,56,Kitchen_Utensils,4,44,176
TXN0835,2024-04-30,CUST225,Female,57,Books,2,45,90
TXN0836,2022-04-06,CUST321,Female,26,Home_Decor,2,27,54
TXN0837,2022-02-22,CUST295,Female,27,Kitchen_Utensils,4,28,112
TXN0838,2022-06-06,CUST210,Male,37,Clothing_Men,4,54,216
TXN0839,2024-04-29,CUST181,Male,19,Home_Decor,3,74,222
TXN0840,2023-07-22,CUST247,Male,41,Books,2,33,66
TXN0841,2022-11-02,CUST068,Male,25,Books,2,28,56
TXN0842,2023-11-20,CUST864,Female,51,Kitchen_Utensils,5,32,160
TXN0843,2023-11-02,CUST195,Male,52,Books,2,42,84
TXN0844,2024-02-01,CUST794,Female,60,Kitchen_Utensils,2,74,148
TXN0845,2023-10-12,CUST852,Female,41,Home_Decor,1,30,30
TXN0846,2024-05-22,CUST776,Male,35,Sports,2,60,120
TXN0847,2024-02-01,CUST471,Male,32,Clothing_Men,3,74,222
TXN0848,2022-01-11,CUST318,Male,61,Home_Decor,5,75,375
TXN0849,2022-01-11,CUST991,Female,34,Kitchen_Utensils,5,79,395
TXN0850,2023-04-15,CUST607,Male,54,Clothing_Men,1,95,95
TXN0851,2023-12-17,CUST461,Female,18,Electronics,1,755,755
TXN0852,2022-01-05,CUST922,Male,41,Clothing_Men,1,92,92
TXN0853,2024-04-30,CUST720,Female,56,Clothing_Women,5,76,380
TXN0854,2023-09-23,CUST343,Male,21,Clothing_Men,5,97,485
TXN0855,2022-11-17,CUST515,Female,49,Electronics,1,205,205
TXN0856,2023-02-09,CUST075,Male,61,Home_Decor,5,97,485
TXN0857,2024-04-04,CUST678,Female,60,Electronics,3,133,399
TXN0858,2022-12-16,CUST928,Female,35,Home_Decor,3,30,90
TXN0859,2023-12-19,CUST517,Female,47,Beauty,5,31,155
TXN0860,2023-11-17,CUST453,Female,26,Sports,2,178,356
TXN0861,2023-04-14,CUST917,Female,57,Kitchen_Utensils,1,49,49
TXN0862,2023-09-30,CUST041,Male,34,Home_Decor,4,99,396
TXN0863,2022-01-24,CUST598,Male,37,Beauty,4,47,188
TXN0864,2024-05-17,CUST985,Female,19,Clothing_Women,1,74,74
TXN0865,2023-06-28,CUST445,Female,53,Beauty,3,59,177
TXN0866,2024-05-27,CUST349,Female,57,Clothing_Women,3,50,150
TXN0867,2024-04-09,CUST631,Male,56,Electronics,2,745,1490
TXN0868,2023-08-17,CUST909,Male,26,Beauty,4,27,108
TXN0869,2023-06-19,CUST464,Male,38,Kitchen_Utensils,1,63,63
TXN0870,2023-05-10,CUST363,Male,64,Sports,2,149,298
TXN0871,2023-04-30,CUST344,Female,42,Home_Decor,3,108,324
TXN0872,2022-05-12,CUST842,Female,47,Kitchen_Utensils,2,18,36
TXN0873,2023-07-13,CUST119,Female,60,Books,1,19,19
TXN0874,2022-06-05,CUST258,Female,37,Clothing_Women,2,77,154
TXN0875,2023-02-15,CUST234,Female,62,Beauty,5,29,145
TXN0876,2022-09-21,CUST189,Male,63,Beauty,5,60,300
TXN0877,2022-05-05,CUST507,Female,37,Home_Decor,2,83,166
TXN0878,2022-02-26,CUST279,Male,50,Beauty,4,24,96
TXN0879,2022-01-12,CUST488,Female,51,Clothing_Women,3,39,117
TXN0880,2022-09-28,CUST642,Female,54,Books,4,27,108
TXN0881,2023-11-01,CUST103,Female,59,Clothing_Women,1,39,39
TXN0882,2022-08-27,CUST416,Male,53,Kitchen_Utensils,2,65,130
TXN0883,2022-03-11,CUST729,Male,29,Home_Decor,1,97,97
TXN0884,2024-06-11,CUST834,Female,56,Clothing_Women,2,59,118
TXN0885,2022-01-08,CUST225,Female,57,Sports,2,148,296
TXN0886,2023-03-26,CUST321,Female,26,Books,3,48,144
TXN0887,2022-06-28,CUST295,Female,27,Electronics,1,890,890
TXN0888,2022-06-18,CUST210,Male,37,Beauty,2,61,122
TXN0889,2023-01-28,CUST181,Male,19,Clothing_Men,2,49,98
TXN0890,2024-05-29,CUST247,Male,41,Clothing_Men,3,29,87
TXN0891,2022-07-01,CUST068,Male,25,Sports,4,57,228
TXN0892,2023-08-23,CUST864,Female,51,Books,5,36,180
TXN0893,2023-08-16,CUST195,Male,52,Books,2,14,28
TXN0894,2022-08-10,CUST794,Female,60,Books,3,36,108
TXN0895,2022-11-08,CUST852,Female,41,Beauty,3,17,51
TXN0896,2023-11-26,CUST776,Male,35,Clothing_Men,2,86,172
TXN0897,2022-08-06,CUST471,Male,32,Electronics,4,169,676
TXN0898,2022-04-14,CUST318,Male,61,Clothing_Men,4,57,228
TXN0899,2023-08-09,CUST991,Female,34,Electronics,5,215,1075
TXN0900,2024-02-09,CUST607,Male,54,Sports,3,158,474
TXN0901,2024-06-05,CUST461,Female,18,Sports,5,31,155
TXN0902,2023-12-09,CUST922,Male,41,Sports,3,122,366
TXN0903,2023-09-14,CUST720,Female,56,Home_Decor,3,29,87
TXN0904,2023-08-08,CUST343,Male,21,Beauty,2,46,92
TXN0905,2023-12-17,CUST515,Female,49,Clothing_Women,2,40,80
TXN0906,2023-11-20,CUST075,Male,61,Beauty,1,28,28
TXN0907,2024-01-09,CUST678,Female,60,Kitchen_Utensils,4,75,300
TXN0908,2023-05-12,CUST928,Female,35,Clothing_Men,3,29,87
TXN0909,2023-01-03,CUST517,Female,47,Kitchen_Utensils,5,43,215
TXN0910,2022-11-25,CUST453,Female,26,Books,5,22,110
TXN0911,2023-05-17,CUST917,Female,57,Books,5,28,140
TXN0912,2023-02-07,CUST041,Male,34,Home_Decor,4,57,228
TXN0913,2022-03-28,CUST598,Male,37,Kitchen_Utensils,5,25,125
TXN0914,2023-08-27,CUST985,Female,19,Beauty,3,46,138
TXN0915,2022-02-18,CUST445,Female,53,Beauty,3,59,177
TXN0916,2023-04-27,CUST349,Female,57,Kitchen_Utensils,4,18,72
TXN0917,2023-01-16,CUST631,Male,56,Clothing_Men,4,21,84
TXN0918,2022-01-17,CUST909,Male,26,Clothing_Men,3,86,258
TXN0919,2022-12-30,CUST464,Male,38,Clothing_Men,5,97,485
TXN0920,2023-06-03,CUST363,Male,64,Beauty,1,34,34
TXN0921,2022-07-28,CUST344,Female,42,Home_Decor,3,103,309
TXN0922,2023-06-27,CUST842,Female,47,Clothing_Men,1,41,41
TXN0923,2023-01-18,CUST119,Female,60,Home_Decor,4,55,220
TXN0924,2023-07-19,CUST258,Female,37,Home_Decor,3,83,249
TXN0925,2022-06-27,CUST234,Female,62,Kitchen_Utensils,3,39,117
TXN0926,2023-12-23,CUST189,Male,63,Sports,5,76,380
TXN0927,2022-09-01,CUST507,Female,37,Beauty,3,47,141
TXN0928,2024-04-21,CUST279,Male,50,Beauty,5,46,230
TXN0929,2024-06-18,CUST488,Female,51,Clothing_Women,4,76,304
TXN0930,2024-01-19,CUST642,Female,54,Kitchen_Utensils,5,49,245
TXN0931,2022-07-03,CUST103,Female,59,Clothing_Women,3,22,66
TXN0932,2023-07-17,CUST416,Male,53,Clothing_Men,1,93,93
TXN0933,2022-10-24,CUST729,Male,29,Sports,4,44,176
TXN0934,2024-03-07,CUST834,Female,56,Clothing_Women,2,54,108
TXN0935,2022-02-03,CUST225,Female,57,Sports,2,67,134
TXN0936,2022-01-27,CUST321,Female,26,Home_Decor,2,50,100
TXN0937,2023-11-19,CUST295,Female,27,Home_Decor,3,39,117
TXN0938,2024-04-03,CUST210,Male,37,Electronics,5,310,1550
TXN0939,2022-07-05,CUST181,Male,19,Clothing_Men,5,61,305
TXN0940,2024-01-21,CUST247,Male,41,Clothing_Men,4,27,108
TXN0941,2023-05-14,CUST068,Male,25,Clothing_Men,3,40,120
TXN0942,2022-05-21,CUST864,Female,51,Beauty,1,50,50
TXN0943,2023-09-29,CUST195,Male,52,Electronics,4,301,1204
TXN0944,2024-01-17,CUST794,Female,60,Kitchen_Utensils,2,62,124
TXN0945,2023-06-30,CUST852,Female,41,Clothing_Women,2,75,150
TXN0946,2023-06-14,CUST776,Male,35,Sports,3,132,396
TXN0947,2023-04-26,CUST471,Male,32,Beauty,3,65,195
TXN0948,2023-11-27,CUST318,Male,61,Clothing_Men,5,35,175
TXN0949,2023-12-11,CUST991,Female,34,Beauty,1,21,21
TXN0950,2023-01-12,CUST607,Male,54,Clothing_Men,1,37,37
TXN0951,2022-04-26,CUST461,Female,18,Home_Decor,4,42,168
TXN0952,2023-11-01,CUST922,Male,41,Electronics,1,691,691
TXN0953,2023-07-18,CUST720,Female,56,Clothing_Women,4,92,368
TXN0954,2023-06-26,CUST343,Male,21,Electronics,3,850,2550
TXN0955,2024-03-20,CUST515,Female,49,Clothing_Women,4,52,208
TXN0956,2022-04-27,CUST075,Male,61,Electronics,1,874,874
TXN0957,2023-09-26,CUST678,Female,60,Beauty,4,54,216
TXN0958,2023-05-19,CUST928,Female,35,Sports,2,78,156
TXN0959,2023-06-23,CUST517,Female,47,Electronics,2,167,334
TXN0960,2022-05-24,CUST453,Female,26,Electronics,2,936,1872
TXN0961,2024-05-22,CUST917,Female,57,Clothing_Women,2,46,92
TXN0962,2023-05-20,CUST041,Male,34,Electronics,4,266,1064
TXN0963,2022-10-19,CUST598,Male,37,Home_Decor,5,101,505
TXN0964,2023-12-10,CUST985,Female,19,Clothing_Men,3,55,165
TXN0965,2022-01-19,CUST445,Female,53,Home_Decor,2,103,206
TXN0966,2023-09-01,CUST349,Female,57,Books,4,35,140
TXN0967,2024-03-20,CUST631,Male,56,Books,2,39,78
TXN0968,2023-01-04,CUST909,Male,26,Books,2,33,66
TXN0969,2024-04-22,CUST464,Male,38,Books,5,27,135
TXN0970,2024-04-01,CUST363,Male,64,Clothing_Men,1,56,56
TXN0971,2024-04-18,CUST344,Female,42,Kitchen_Utensils,1,38,38
TXN0972,2022-11-07,CUST842,Female,47,Clothing_Women,3,25,75
TXN0973,2022-03-19,CUST119,Female,60,Beauty,4,30,120
TXN0974,2024-05-15,CUST258,Female,37,Clothing_Women,5,72,360
TXN0975,2022-04-19,CUST234,Female,62,Kitchen_Utensils,4,35,140
TXN0976,2024-04-08,CUST189,Male,63,Books,5,24,120
TXN0977,2022-08-08,CUST507,Female,37,Clothing_Women,3,70,210
TXN0978,2024-02-25,CUST279,Male,50,Sports,1,115,115
TXN0979,2024-02-05,CUST488,Female,51,Home_Decor,3,32,96
TXN0980,2022-09-01,CUST642,Female,54,Home_Decor,1,80,80
TXN0981,2022-10-10,CUST103,Female,59,Electronics,4,131,524
TXN0982,2023-11-19,CUST416,Male,53,Home_Decor,5,69,345
TXN0983,2022-02-07,CUST729,Male,29,Sports,5,60,300
TXN0984,2022-12-08,CUST834,Female,56,Books,2,15,30
TXN0985,2023-07-02,CUST225,Female,57,Sports,3,98,294
TXN0986,2023-12-20,CUST321,Female,26,Books,4,21,84
TXN0987,2023-12-29,CUST295,Female,27,Clothing_Women,5,48,240
TXN0988,2022-07-11,CUST210,Male,37,Clothing_Men,2,52,104
TXN0989,2022-04-08,CUST181,Male,19,Clothing_Men,1,60,60
TXN0990,2022-06-23,CUST247,Male,41,Kitchen_Utensils,3,66,198
TXN0991,2022-12-29,CUST068,Male,25,Kitchen_Utensils,2,59,118
TXN0992,2022-08-15,CUST864,Female,51,Kitchen_Utensils,4,16,64
TXN0993,2024-01-07,CUST195,Male,52,Clothing_Women,1,72,72
TXN0994,2023-03-27,CUST794,Female,60,Beauty,2,36,72
TXN0995,2023-08-22,CUST852,Female,41,Clothing_Women,4,74,296
TXN0996,2024-03-31,CUST776,Male,35,Electronics,3,807,2421
TXN0997,2023-09-05,CUST471,Male,32,Clothing_Women,4,69,276
TXN0998,2022-10-30,CUST318,Male,61,Clothing_Men,2,80,160
TXN0999,2023-11-12,CUST991,Female,34,Kitchen_Utensils,1,22,22
TXN1000,2022-10-08,CUST607,Male,54,Beauty,5,52,260
